antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
frozenset({'Husgendam Ice'}),frozenset({'Cireng'}),0.05026656511805026,0.08111195734958111,0.006169078446306169,0.12272727272727273,1.5130601792573624,1.0,0.0020918589603409338,1.0474371470626536,0.3570346609640916,0.04927007299270073,0.045288776701955316,0.09939180537772087
frozenset({'Tubruk Susu'}),frozenset({'Tubruk'}),0.08134044173648133,0.09900990099009901,0.012033511043412033,0.14794007490636704,1.494194756554307,1.0,0.003980001960592099,1.0574257425742575,0.36002804077666245,0.07149321266968325,0.05430711610486891,0.13473926822241428
frozenset({'Tubruk'}),frozenset({'Tubruk Susu'}),0.09900990099009901,0.08134044173648133,0.012033511043412033,0.12153846153846153,1.494194756554307,1.0,0.003980001960592099,1.0457595672001525,0.3670886075949368,0.07149321266968325,0.04375725418670203,0.13473926822241428
frozenset({'Husgendam Ice'}),frozenset({'Kinasih'}),0.05026656511805026,0.09642041127189642,0.007159177456207159,0.14242424242424243,1.4771171429939203,1.0,0.00231245457429919,1.053644043393195,0.3401013496220717,0.05131004366812227,0.05091287112527841,0.10833692373976733
frozenset({'Singkong keju'}),frozenset({'Vietnam drip'}),0.04447829398324448,0.08263518659558264,0.005407463823305408,0.12157534246575342,1.4712297203459377,1.0,0.0017319917005468193,1.0443295341679917,0.3352058789850532,0.044430538172715896,0.04244784114365649,0.0935065652420933
frozenset({'Husgendam Hot'}),frozenset({'Kinasih'}),0.05376999238385377,0.09642041127189642,0.007616146230007616,0.141643059490085,1.4690153010306604,1.0,0.0024316214502696975,1.0526851314225103,0.3374146812620734,0.05341880341880341,0.05004832865010248,0.11031600051913412
frozenset({'Ajeng Hot'}),frozenset({'Kentang goreng'}),0.029855293221629855,0.11675552170601676,0.005102817974105103,0.17091836734693877,1.4638996498795211,1.0,0.0016170476383276034,1.065328724588435,0.32664515388202653,0.036060279870828854,0.06132259750498457,0.10731176032056658
frozenset({'Kopi susu ice'}),frozenset({'Basreng'}),0.1581111957349581,0.13914699162223915,0.03214013709063214,0.20327552986512526,1.4608690241538558,1.0,0.01013943986231771,1.0804902330061859,0.3747239960315453,0.1212295317437518,0.07449417916739756,0.21712763904312637
frozenset({'Basreng'}),frozenset({'Kopi susu ice'}),0.13914699162223915,0.1581111957349581,0.03214013709063214,0.23097974822112752,1.4608690241538558,1.0,0.01013943986231771,1.0947550501012324,0.36646899514577563,0.1212295317437518,0.08655365425578111,0.21712763904312637
frozenset({'Nirmala Hot'}),frozenset({'Basreng'}),0.03198781416603199,0.13914699162223915,0.006473724295506474,0.20238095238095236,1.4544400135533138,1.0,0.0020227161857318777,1.0792783985631627,0.3227750266117462,0.039315448658649395,0.07345500351781868,0.12445265462506841
frozenset({'Mie Goreng'}),frozenset({'Lychee Tea ice'}),0.05856816450875857,0.11843107387661843,0.009977151561309978,0.1703511053315995,1.4383987221890042,1.0,0.00304086094355525,1.062580727568778,0.3237435396108544,0.05973552211582308,0.05889503352085542,0.1272977391609766
frozenset({'Waffle vanilla'}),frozenset({'Lychee Tea ice'}),0.03092155369383092,0.11843107387661843,0.005255140898705255,0.16995073891625617,1.4350181363153978,1.0,0.001593068088811342,1.0620682017984955,0.3128174988268205,0.0364693446088795,0.058440881379735944,0.10716186463497696
frozenset({'Arunika'}),frozenset({'Basreng'}),0.04485910129474486,0.13914699162223915,0.00891089108910891,0.19864176570458403,1.4275678071708748,1.0,0.0026688820970678703,1.0742424193527567,0.31357455239123366,0.0508916920400174,0.06911142030444911,0.13134058728578954
frozenset({'Kentang goreng'}),frozenset({'Cireng'}),0.11675552170601676,0.08111195734958111,0.01348057882711348,0.11545988258317025,1.4234631533493196,1.0,0.0040103099301669574,1.038831393350363,0.33681270579913275,0.07311028500619578,0.03737988050700583,0.1408285328408809
frozenset({'Cireng'}),frozenset({'Kentang goreng'}),0.08111195734958111,0.11675552170601676,0.01348057882711348,0.16619718309859155,1.4234631533493196,1.0,0.0040103099301669574,1.0592965871431217,0.32374777862847426,0.07311028500619578,0.05597732293563051,0.1408285328408809
frozenset({'Matcha ice'}),frozenset({'Cireng'}),0.05498857578065499,0.08111195734958111,0.006321401370906321,0.1149584487534626,1.4172811569323605,1.0,0.0018611703574716249,1.0382428275330242,0.31155570055852033,0.04870892018779342,0.03683418418010476,0.09644636052696604
frozenset({'Vietnam drip'}),frozenset({'Tubruk Susu'}),0.08263518659558264,0.08134044173648133,0.009444021325209445,0.1142857142857143,1.4050294275013377,1.0,0.002722438744548192,1.0371962754588113,0.31423827314238284,0.061113849186791525,0.035862330340857965,0.115195291599786
frozenset({'Tubruk Susu'}),frozenset({'Vietnam drip'}),0.08134044173648133,0.08263518659558264,0.009444021325209445,0.1161048689138577,1.4050294275013377,1.0,0.002722438744548192,1.0378661236397435,0.31379539048250715,0.061113849186791525,0.03648459351091337,0.115195291599786
frozenset({'Kentang goreng'}),frozenset({'Vietnam drip'}),0.11675552170601676,0.08263518659558264,0.01348057882711348,0.11545988258317025,1.3972242012138483,1.0,0.0038324645048721864,1.0371093355080914,0.32187605502884287,0.07251126587464155,0.03578150753981115,0.1392967615680828
frozenset({'Vietnam drip'}),frozenset({'Kentang goreng'}),0.08263518659558264,0.11675552170601676,0.01348057882711348,0.16313364055299537,1.397224201213848,1.0,0.0038324645048721864,1.0554187873887355,0.3099042432685339,0.07251126587464155,0.052508812663691395,0.1392967615680828
frozenset({'Roti bakar coklat'}),frozenset({'Kentang goreng'}),0.04927646610814928,0.11675552170601676,0.007996953541507998,0.16228748068006182,1.3899769219368634,1.0,0.0022436540332221753,1.0543527259339616,0.2951053432668429,0.050602409638554224,0.05155079945927496,0.11539031568249666
frozenset({'Tahu tuna'}),frozenset({'Vietnam drip'}),0.061995430312262,0.08263518659558264,0.0070068545316070065,0.11302211302211301,1.3677238193367225,1.0,0.0018838505796797966,1.0342589447523485,0.28662785771777954,0.05091311566131711,0.03312414644917757,0.09890736987511181
frozenset({'Kirana'}),frozenset({'Kinasih'}),0.054455445544554455,0.09642041127189642,0.007159177456207159,0.13146853146853146,1.3634927473790033,1.0,0.0019085610008068585,1.0403533106933882,0.281942742564331,0.0498145204027557,0.038788083123888914,0.10285906826191185
frozenset({'Milk Tea Ice'}),frozenset({'Lychee Tea ice'}),0.047753236862147753,0.11843107387661843,0.007692307692307693,0.16108452950558214,1.3601542587834685,1.0,0.0020368405696390137,1.0508435678314834,0.27806791716522694,0.04853435848149928,0.04838357429013335,0.11301814899716406
frozenset({'Husgendam Hot'}),frozenset({'Kentang goreng'}),0.05376999238385377,0.11675552170601676,0.00853008377760853,0.15864022662889518,1.3587385359669888,1.0,0.002252140264703136,1.0497821577029498,0.2790264810045074,0.05265632346027268,0.04742141723181803,0.11584979367974439
frozenset({'Mie Goreng'}),frozenset({'Tubruk'}),0.05856816450875857,0.09900990099009901,0.0077684691546077685,0.13263979193758127,1.3396618985695707,1.0,0.001969640985423751,1.03877269286149,0.26931636662431324,0.05185561769191662,0.03732548335929349,0.10555066519955986
frozenset({'Nasi Cumi Asin'}),frozenset({'Lychee Tea ice'}),0.032673267326732675,0.11843107387661843,0.005178979436405179,0.1585081585081585,1.3384000779499172,1.0,0.0013094492998423982,1.047626230767121,0.2613793726292973,0.035490605427974956,0.04546109038549642,0.101119031022568
frozenset({'Nasi gila'}),frozenset({'Kinasih'}),0.0575019040365575,0.09642041127189642,0.007387661843107388,0.128476821192053,1.3324649780818767,1.0,0.001843304606985393,1.0367820508962284,0.264733937311257,0.05041580041580042,0.03547712931993054,0.10254804724689538
frozenset({'Lychee tea hot'}),frozenset({'Basreng'}),0.03054074638233054,0.13914699162223915,0.005635948210205636,0.18453865336658354,1.3262137486060437,1.0,0.0013862952292065574,1.0556637809158473,0.25372261254891465,0.034354688950789226,0.05272870199975598,0.1125211055557603
frozenset({'Nasi gila'}),frozenset({'Kopi susu ice'}),0.0575019040365575,0.1581111957349581,0.012033511043412033,0.20927152317880796,1.323571820490245,1.0,0.0029418162391551123,1.0647002465998436,0.259383710522951,0.059109614665170215,0.060768509077053424,0.14268971149306486
frozenset({'Roti bakar coklat'}),frozenset({'Cireng'}),0.04927646610814928,0.08111195734958111,0.005255140898705255,0.10664605873261206,1.3148007053137993,1.0,0.001258230281402972,1.0285822899564376,0.25183815206071564,0.04199634814363969,0.0277880440247987,0.08571739556348912
frozenset({'Nasi Goreng Jawa'}),frozenset({'Tubruk'}),0.05620715917745621,0.09900990099009901,0.007083015993907083,0.12601626016260162,1.2727642276422764,1.0,0.0015179507288124085,1.0309002993322587,0.22707157583456541,0.047814910025706946,0.02997409094970069,0.09877736085053157
frozenset({'Singkong keju'}),frozenset({'Lychee Tea ice'}),0.04447829398324448,0.11843107387661843,0.006702208682406703,0.1506849315068493,1.2723428621768047,1.0,0.0014345965617711225,1.037976316242046,0.22401199947828354,0.04290589956118967,0.03658688126867658,0.10363828568911597
frozenset({'Red Velvet ice'}),frozenset({'Basreng'}),0.03015993907083016,0.13914699162223915,0.005331302361005331,0.17676767676767674,1.2703665002515576,1.0,0.0011346375717892834,1.0456987463729854,0.21944400816711157,0.03251277287505805,0.04370163637614754,0.10754092650644373
frozenset({'Basreng'}),frozenset({'Lychee Tea ice'}),0.13914699162223915,0.11843107387661843,0.020792079207920793,0.14942528735632185,1.2617067671951807,1.0,0.004312751563398182,1.0364391428747866,0.2409503263258904,0.087809585075587,0.035158014945011314,0.16249399416047605
frozenset({'Lychee Tea ice'}),frozenset({'Basreng'}),0.11843107387661843,0.13914699162223915,0.020792079207920793,0.17556270096463023,1.2617067671951805,1.0,0.004312751563398182,1.0441703806766132,0.23528825386276792,0.087809585075587,0.042301890088082356,0.16249399416047605
frozenset({'Nasi Goreng Jawa'}),frozenset({'Lychee Tea ice'}),0.05620715917745621,0.11843107387661843,0.008377760853008377,0.14905149051490513,1.2585505276274627,1.0,0.0017210866320682095,1.0359838654125089,0.21766975761488344,0.050389372423270726,0.03473400176766344,0.10989552017706672
frozenset({'Tahu tuna'}),frozenset({'Tubruk'}),0.061995430312262,0.09900990099009901,0.007692307692307693,0.12407862407862408,1.2531941031941032,1.0,0.0015541462752520488,1.0286198325302376,0.21539235768331616,0.050173869846001,0.027823527823527816,0.10088546588546589
frozenset({'Donat'}),frozenset({'Kinasih'}),0.041736481340441736,0.09642041127189642,0.005026656511805026,0.12043795620437955,1.2490919154530045,1.0,0.0010024078159178032,1.027306254404566,0.208103929133972,0.03775743707093821,0.026580442090652693,0.08628532881309026
