Date,Quantity,UniqueItemCount,Net sales,Gross sales
2025-08-21,41.0,26,0.0,0.0
2025-08-22,79.0,35,0.0,0.0
2025-08-23,90.0,43,0.0,0.0
2025-08-24,54.0,29,0.0,0.0
2025-08-25,19.0,14,0.0,0.0
2025-08-26,67.0,34,0.0,0.0
2025-08-27,90.0,37,0.0,0.0
2025-08-28,62.0,32,0.0,0.0
2025-08-29,50.0,29,0.0,0.0
2025-08-30,108.0,42,0.0,0.0
2025-08-31,57.0,26,0.0,0.0
2025-09-01,83.0,37,0.0,0.0
2025-09-02,87.0,40,0.0,0.0
2025-09-03,57.0,32,0.0,0.0
2025-09-04,110.0,42,0.0,0.0
2025-09-05,67.0,32,0.0,0.0
2025-09-06,95.0,39,0.0,0.0
2025-09-07,122.0,44,0.0,0.0
2025-09-08,37.0,25,0.0,0.0
2025-09-09,43.0,30,0.0,0.0
2025-09-10,55.0,33,0.0,0.0
2025-09-11,47.0,27,0.0,0.0
2025-09-12,38.0,23,0.0,0.0
2025-09-13,87.0,39,0.0,0.0
2025-09-14,61.0,33,0.0,0.0
2025-09-15,97.0,38,0.0,0.0
2025-09-16,64.0,35,0.0,0.0
2025-09-18,35.0,18,0.0,0.0
2025-09-19,28.0,21,0.0,0.0
2025-09-20,83.0,34,0.0,0.0
2025-09-21,68.0,39,0.0,0.0
2025-09-22,60.0,31,0.0,0.0
2025-09-23,49.0,33,0.0,0.0
2025-09-24,33.0,19,0.0,0.0
2025-09-25,41.0,22,0.0,0.0
